,name,dob,nat,score,events,environment,race,date,performance,place
1504,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,5000 Metres,05 AUG 2022,14:28.00,"Olimpiai Sportpark, Győr (HUN)"
1505,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,"10,000 Metres",19 SEP 2021,30:27.42,"Vasas Pasaréti Sportcentrum, Budapest (HUN)"
1506,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,"10,000 Metres",01 MAY 2022,30:01.22,"Vasas Pasaréti Sportcentrum, Budapest (HUN)"
1507,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,Half Marathon,12 SEP 2021,1:08:38,Székesfehérvár (HUN)
1508,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,Half Marathon,03 APR 2022,1:06:20,Poznan (POL)
1509,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Outdoor,4x800 Metres Relay,21 MAY 2016,9:23.71,Budapest (HUN)
1510,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Indoor,60 Metres,07 FEB 2016,8.08,Budapest (HUN)
1511,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Indoor,300 Metres,06 FEB 2016,41.80,Budapest (HUN)
1512,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Indoor,1500 Metres,05 FEB 2022,3:52.83,"BOK Csarnok, Budapest (HUN)"
1513,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Indoor,3000 Metres,21 FEB 2021,8:35.43,"BOK Csarnok, Budapest (HUN)"
1514,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Indoor,3000 Metres,27 FEB 2022,8:18.42,"Atlétikai Centrum, Nyíregyháza (HUN)"
1515,Ádám LOMB,09 JUL 2001,HUN,958,1500m [1500m ind.],Indoor,Long Jump,27 JAN 2016,4.68,Bonyhád (HUN)
1516,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,1500 Metres,20 APR 2018,4:01.84,"Westerville, OH (USA)"
1517,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,1500 Metres,22 MAR 2019,4:03.75,"Starkville, MS (USA)"
1518,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,1500 Metres,27 MAR 2021,3:55.57,"Mike Sanders Track & Field Complex, Starkville, MS (USA)"
1519,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,1500 Metres,22 APR 2022,3:50.67,"Geroge C. Griffin Track, Atlanta, GA (USA)"
1520,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,3000 Metres,15 JAN 2022,8:21.32,"Vanderbilt Multipurpose Facility, Nashville, TN (USA)"
1521,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,5000 Metres,14 APR 2018,14:59.91,"Lewisburg, PA (USA)"
1522,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,5000 Metres,19 APR 2019,15:21.92,"Auburn, AL (USA)"
1523,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,5000 Metres,07 MAR 2020,14:55.50,"Madison Academy, Huntsville, AL (USA)"
1524,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,5000 Metres,09 APR 2021,14:52.30,"Tiffin University Paradiso Athletic Fields, Cleveland, OH (USA)"
1525,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,5000 Metres,15 APR 2022,14:36.48,"Hutsell-Rosen Track, Auburn, AL (USA)"
1526,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,3000 Metres Steeplechase,15 MAY 2021,9:04.70,"Lee’s Multi-Sport Complex, Cleveland, TN (USA)"
1527,Jacob BISHOP,,USA,958,1500m [Mile ind.],Outdoor,3000 Metres Steeplechase,14 MAY 2022,8:57.57,"Lee’s Multi-Sport Complex, Cleveland, TN (USA)"
1528,Jacob BISHOP,,USA,958,1500m [Mile ind.],Indoor,One Mile,16 FEB 2022,4:09.08,"CrossPlex Athletic Facility, Birmingham, AL (USA)"
1529,Jacob BISHOP,,USA,958,1500m [Mile ind.],Indoor,3000 Metres,07 FEB 2020,8:43.34,"South Carolina Indoor T&F Complex, Columbia, SC (USA)"
1530,Jacob BISHOP,,USA,958,1500m [Mile ind.],Indoor,3000 Metres,24 JAN 2021,8:27.17,"CrossPlex Athletic Facility, Birmingham, AL (USA)"
1531,Jacob BISHOP,,USA,958,1500m [Mile ind.],Indoor,3000 Metres,06 FEB 2022,8:21.77,"CrossPlex Athletic Facility, Birmingham, AL (USA)"
1532,Jacob BISHOP,,USA,958,1500m [Mile ind.],Indoor,5000 Metres,19 FEB 2020,14:58.45,"CrossPlex Athletic Facility, Birmingham, AL (USA)"
1533,Jacob BISHOP,,USA,958,1500m [Mile ind.],Indoor,5000 Metres,31 JAN 2021,14:59.08,"CrossPlex Athletic Facility, Birmingham, AL (USA)"
1534,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Outdoor,800 Metres,18 JUN 2015,1:58.35,Castellón (ESP)
1535,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Outdoor,800 Metres,03 JUN 2022,1:56.14,Gandía (ESP)
1536,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Outdoor,1500 Metres,13 JUL 2019,3:54.38,Valencia (ESP)
1537,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Outdoor,1500 Metres,05 JUN 2021,3:52.38,Torrent (ESP)
1538,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Outdoor,1500 Metres,28 JUN 2022,3:48.36,"Estadio Ciudad de Málaga, Málaga (ESP)"
1539,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Outdoor,3000 Metres,25 JUN 2016,8:47.20,Mataró (ESP)
1540,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Outdoor,3000 Metres,09 JUL 2022,8:21.09,"Birmingham University Athletics Track, Birmingham (GBR)"
1541,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Outdoor,3000 Metres Steeplechase,07 MAY 2018,9:39.95,Bedford (GBR)
1542,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Outdoor,3000 Metres Steeplechase,09 JUN 2019,9:15.12,Hendon (GBR)
1543,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Outdoor,3000 Metres Steeplechase,12 JUN 2021,9:28.14,La Nucia (ESP)
1544,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Indoor,1500 Metres,29 JAN 2020,4:03.18,"EIS Don Valley Stadium, Sheffield (GBR)"
1545,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Indoor,1500 Metres,17 JAN 2021,3:55.54,"Velódromo Luis Puig, Valencia (ESP)"
1546,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Indoor,3000 Metres,16 JAN 2016,8:57.10,Valencia (ESP)
1547,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Indoor,3000 Metres,05 FEB 2019,8:48.24,Sheffield (GBR)
1548,Sergio ARGUL,11 MAR 1999,ESP,958,1500m,Indoor,3000 Metres,22 JAN 2020,8:39.13,"EIS Don Valley Stadium, Sheffield (GBR)"
1549,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Outdoor,800 Metres,16 JUN 2018,2:01.41,St. Catherine's (CAN)
1550,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Outdoor,800 Metres,21 JUL 2019,1:53.79,Hamilton (CAN)
1551,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Outdoor,800 Metres,08 AUG 2021,1:51.34,"Track and Field Centre Outdoor Track, Toronto (CAN)"
1552,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Outdoor,800 Metres,08 JUN 2022,1:48.99,"Alumni Stadium, Guelph (CAN)"
1553,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Outdoor,1500 Metres,16 JUN 2019,3:55.12,London (CAN)
1554,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Outdoor,1500 Metres,27 JUL 2021,3:49.03,"Track and Field Centre Outdoor Track, Toronto (CAN)"
1555,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Outdoor,1500 Metres,17 JUN 2022,3:44.73,"Campbell Track, Hamilton (CAN)"
1556,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Outdoor,4x400 Metres Relay,05 AUG 2022,3:08.35,"Pascual Guerrero Stadium, Cali (COL)"
1557,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Indoor,800 Metres,10 FEB 2019,1:57.65,Toronto (CAN)
1558,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Indoor,800 Metres,26 JAN 2020,1:58.69,"Track and Field Centre, Toronto (CAN)"
1559,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Indoor,1000 Metres,02 FEB 2019,2:35.60,Toronto (CAN)
1560,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Indoor,1500 Metres,09 FEB 2019,4:06.54,Toronto (CAN)
1561,Riley FLEMINGTON,21 MAR 2004,CAN,957,1500m,Indoor,1500 Metres,14 FEB 2020,3:58.57,"Track and Field Centre, Toronto (CAN)"
1562,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,800 Metres,22 JAN 2021,1:53.40,"National Training Center, Clermont, FL (USA)"
1563,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,800 Metres,08 JUN 2022,1:53.08,"Alumni Stadium, Guelph (CAN)"
1564,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,1500 Metres,19 JUN 2016,3:49.29,London (CAN)
1565,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,1500 Metres,20 MAY 2017,3:49.78,Windsor (CAN)
1566,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,1500 Metres,16 JUN 2018,3:47.59,London (CAN)
1567,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,1500 Metres,01 JUN 2019,3:47.24,"Nashville, TN (USA)"
1568,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,1500 Metres,26 FEB 2021,3:43.49,"St. Michael's HS, Austin, TX (USA)"
1569,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,1500 Metres,15 APR 2022,3:45.62,"Cougar Athletic Stadium, Azusa, CA (USA)"
1570,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,One Mile,27 APR 2019,4:18.99,"Philadelphia, PA (USA)"
1571,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,One Mile,19 JAN 2021,4:17.87,"National Training Center, Clermont, FL (USA)"
1572,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,3000 Metres,18 JUN 2015,8:43.72,Hamilton (CAN)
1573,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,3000 Metres,31 JUL 2019,8:33.96,Montréal (CAN)
1574,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,5000 Metres,29 MAY 2016,14:42.82,Hamilton (CAN)
1575,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,5000 Metres,06 MAY 2017,14:43.96,"Lexington, KY (USA)"
1576,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,5000 Metres,22 JUN 2018,14:50.00,Toronto (CAN)
1577,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,5000 Metres,22 JUN 2019,14:17.80,London (CAN)
1578,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,"10,000 Metres",14 MAY 2016,30:44.20,London (CAN)
1579,Jack SHEFFAR,1996,CAN,957,1500m,Outdoor,10 Kilometres,17 OCT 2021,29:59,Toronto (CAN)
1580,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,1000 Metres,11 FEB 2017,2:26.12,Windsor (CAN)
1581,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,1500 Metres,30 JAN 2016,3:58.08,Toronto (CAN)
1582,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,1500 Metres,21 JAN 2017,3:47.55,London (CAN)
1583,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,1500 Metres,24 FEB 2018,3:49.42,Windsor (CAN)
1584,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,1500 Metres,09 MAR 2019,3:50.76,Winnipeg (CAN)
1585,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,One Mile,05 FEB 2016,4:15.11,"Hillsdale, MI (USA)"
1586,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,One Mile,15 FEB 2020,4:00.63,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
1587,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,3000 Metres,27 FEB 2016,8:19.15,Windsor (CAN)
1588,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,3000 Metres,03 FEB 2017,8:10.40,"New York, NY (USA)"
1589,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,3000 Metres,27 JAN 2018,8:03.24,"Boston, MA (USA)"
1590,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,3000 Metres,09 FEB 2019,7:56.76,"Boston, MA (USA)"
1591,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,3000 Metres,25 JAN 2020,7:58.12,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
1592,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,5000 Metres,04 DEC 2021,14:56.01,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
1593,Jack SHEFFAR,1996,CAN,957,1500m,Indoor,4x800 Metres Relay,24 FEB 2017,7:48.36,Toronto (CAN)
1594,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,400 Metres,19 JUL 2014,50.25,Guimarães (POR)
1595,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,500 Metres,28 DEC 2019,1:06.12,Braga (POR)
1596,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,800 Metres,27 JUL 2014,1:53.90,Lisboa (POR)
1597,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,800 Metres,26 JUL 2015,1:57.07,Leiria (POR)
1598,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,800 Metres,08 JUL 2016,1:58.11,Guarda (POR)
1599,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,800 Metres,13 MAY 2017,1:54.61,Ourense (ESP)
1600,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,800 Metres,20 JUN 2018,1:53.77,Braga (POR)
1601,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,800 Metres,29 MAY 2019,1:53.87,Braga (POR)
1602,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,800 Metres,15 AUG 2020,1:55.36,Guimarães (POR)
1603,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,800 Metres,04 JUL 2021,1:57.54,Guimarães (POR)
1604,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,800 Metres,16 JUL 2022,1:51.57,Pontevedra (ESP)
1605,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,1500 Metres,15 JUN 2019,3:57.09,Ribeira Brava (POR)
1606,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Outdoor,1500 Metres,14 MAY 2022,3:47.91,Guimarães (POR)
1607,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Indoor,800 Metres,11 JAN 2015,1:56.62,Braga (POR)
1608,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Indoor,800 Metres,21 FEB 2016,1:59.85,Pombal (POR)
1609,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Indoor,800 Metres,04 FEB 2017,1:56.40,Pombal (POR)
1610,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Indoor,800 Metres,28 JAN 2018,1:57.97,Pombal (POR)
1611,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Indoor,800 Metres,27 JAN 2019,1:55.58,Pombal (POR)
1612,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Indoor,800 Metres,01 FEB 2020,1:56.63,Pombal (POR)
1613,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Indoor,800 Metres,06 FEB 2021,1:56.20,"Altice Forum, Braga (POR)"
1614,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Indoor,800 Metres,27 FEB 2022,1:52.72,"Expocentro, Pombal (POR)"
1615,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Indoor,1500 Metres,09 JAN 2022,3:52.20,"Altice Forum, Braga (POR)"
1616,Pedro MARTINS,28 JUN 1996,POR,957,1500m [1500m ind.],Indoor,2000 Metres,30 DEC 2020,5:45.18,Braga (POR)
1617,Sam BROSH,,USA,957,1500m [Mile ind.],Outdoor,800 Metres,16 APR 2022,1:54.71,"Lewisburg, PA (USA)"
1618,Sam BROSH,,USA,957,1500m [Mile ind.],Outdoor,1500 Metres,15 APR 2022,3:49.86,"Lewisburg, PA (USA)"
1619,Sam BROSH,,USA,957,1500m [Mile ind.],Outdoor,5000 Metres,25 MAR 2022,15:32.23,"Cregger Track, Columbia, SC (USA)"
1620,Sam BROSH,,USA,957,1500m [Mile ind.],Indoor,800 Metres,18 FEB 2022,1:57.93,"Ashenfelter Indoor Track, State College, PA (USA)"
1621,Sam BROSH,,USA,957,1500m [Mile ind.],Indoor,One Mile,26 FEB 2022,4:09.84,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
1622,Sam BROSH,,USA,957,1500m [Mile ind.],Indoor,Distance Medley Relay,25 FEB 2022,9:58.95,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
1623,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,400 Metres,25 AUG 2013,49.45,Aberdeen (GBR)
1624,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,07 JUL 2012,1:55.33,Stretford (GBR)
1625,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,02 AUG 2013,1:52.86,Glasgow (GBR)
1626,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,04 MAY 2014,1:53.87,Bedford (GBR)
1627,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,20 JUN 2015,1:52.09,Bedford (GBR)
1628,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,03 JUN 2016,1:51.78,Crownpoint (GBR)
1629,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,09 JUL 2017,1:54.51,Grangemouth (GBR)
1630,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,11 JUL 2018,1:53.02,Watford (GBR)
1631,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,23 JUL 2019,1:53.73,Stretford (GBR)
1632,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,30 AUG 2020,1:55.00,"Meadowmill Sports Centre, Tranent (GBR)"
1633,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,29 MAY 2021,1:52.74,"Sportcity Regional Arena, Manchester (GBR)"
1634,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,800 Metres,24 APR 2022,1:55.30,"Grangemouth Sports Stadium, Grangemouth (GBR)"
1635,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,1500 Metres,17 MAY 2014,3:55.16,Glasgow (GBR)
1636,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,1500 Metres,22 AUG 2015,3:50.35,Solihull (GBR)
1637,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,1500 Metres,28 MAY 2016,3:45.27,Watford (GBR)
1638,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,1500 Metres,27 MAY 2017,3:55.33,Manchester (GBR)
1639,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,1500 Metres,24 JUL 2018,3:50.50,Stretford (GBR)
1640,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,1500 Metres,29 JUN 2019,3:48.43,Watford (GBR)
1641,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,1500 Metres,12 JUN 2021,3:47.88,"Woodside Stadium, Watford (GBR)"
1642,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,1500 Metres,28 MAY 2022,3:48.24,"Sportcity Regional Arena, Manchester (GBR)"
1643,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,One Mile,18 SEP 2020,4:05.41,"University of Stirling Track, Stirling (GBR)"
1644,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,One Mile,21 MAY 2021,4:09.40,"University of Stirling Track, Stirling (GBR)"
1645,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,One Mile,21 MAY 2022,4:05.95,"University of Stirling Track, Stirling (GBR)"
1646,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,3000 Metres,01 JUN 2018,8:22.66,"Scotstoun Stadium, Glasgow (GBR)"
1647,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,3000 Metres,31 MAY 2019,8:27.87,"Scotstoun Stadium, Glasgow (GBR)"
1648,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,3000 Metres,04 JUN 2021,8:16.77,"Moss Sports Centre Track, Linwood (GBR)"
1649,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,3000 Metres,27 APR 2022,8:23.72,"Chris Anderson Stadium, Aberdeen (GBR)"
1650,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,5000 Metres,29 JUL 2016,14:38.14,Crownpoint (GBR)
1651,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,5000 Metres,01 MAY 2017,14:30.06,Bedford (GBR)
1652,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,5000 Metres,05 SEP 2020,14:24.53,"Chris Anderson Stadium, Aberdeen (GBR)"
1653,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,5000 Metres,23 JUL 2022,14:17.96,"Trafford Athletic Stadium, Manchester (GBR)"
1654,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,5 Kilometres,14 FEB 2019,14:30,Armagh (GBR)
1655,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Outdoor,5 Kilometres,29 NOV 2020,14:35,Edinburgh (GBR)
1656,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Indoor,800 Metres,08 FEB 2020,1:53.49,"Emirates Arena, Glasgow (GBR)"
1657,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Indoor,800 Metres,29 JAN 2022,1:52.94,"Emirates Arena, Glasgow (GBR)"
1658,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Indoor,1000 Metres,16 NOV 2019,2:28.95,Sheffield (GBR)
1659,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Indoor,1500 Metres,05 JAN 2020,3:49.27,"EIS Don Valley Stadium, Sheffield (GBR)"
1660,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Indoor,3000 Metres,11 FEB 2012,9:34.81,Glasgow (GBR)
1661,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Indoor,3000 Metres,04 JAN 2019,8:28.53,Glasgow (GBR)
1662,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Indoor,3000 Metres,03 JAN 2020,8:15.60,"Emirates Arena, Glasgow (GBR)"
1663,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Indoor,3000 Metres,09 JAN 2022,8:31.41,"National Indoor Athletics Centre, Sheffield (GBR)"
1664,Michael FERGUSON,18 MAR 1995,GBR,957,1500m [Mile],Indoor,Pole Vault,25 JAN 2014,4.45,"Geneva, OH (USA)"
1665,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,800 Metres,04 JUN 2016,1:57.52,Oordegem (BEL)
1666,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,800 Metres,15 JUL 2017,1:56.66,Ninove (BEL)
1667,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,800 Metres,14 JUL 2018,1:56.65,Kortrijk (BEL)
1668,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,800 Metres,25 MAY 2019,1:56.28,"Sport Vlaanderen Atletiekpiste, Oordegem (BEL)"
1669,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,1500 Metres,03 JUL 2016,4:02.32,Lokeren (BEL)
1670,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,1500 Metres,08 JUL 2017,3:56.96,Kortrijk (BEL)
1671,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,1500 Metres,18 JUL 2018,4:05.86,Liège (BEL)
1672,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,1500 Metres,23 JUN 2019,3:54.05,Lokeren (BEL)
1673,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,1500 Metres,15 AUG 2020,3:49.11,"Atletiekbaan Brakkenstein, Nijmegen (NED)"
1674,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,1500 Metres,17 JUL 2021,3:48.89,"VITA Atletiek, Ninove (BEL)"
1675,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,1500 Metres,02 JUL 2022,3:48.12,"Stadion De Veen, Heusden-Zolder (BEL)"
1676,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,3000 Metres,01 MAY 2017,8:40.09,Herentals (BEL)
1677,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,3000 Metres,01 AUG 2020,8:26.48,Vught (NED)
1678,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,3000 Metres,18 JUN 2022,8:16.94,"Stade du Parc de la Dodaine, Nivelles (BEL)"
1679,Matthias GOMBEER,29 JUN 1999,BEL,957,1500m,Outdoor,5000 Metres,17 SEP 2017,15:44.70,Huizingen (BEL)
1680,Uadzim STARSTENKA,03 JAN 1998,BLR,957,1500m [1500m ind.],Outdoor,800 Metres,18 JUN 2015,1:56.68,Grodno (BLR)
1681,Uadzim STARSTENKA,03 JAN 1998,BLR,957,1500m [1500m ind.],Outdoor,800 Metres,08 JUN 2018,1:53.57,Brest (BLR)
1682,Uadzim STARSTENKA,03 JAN 1998,BLR,957,1500m [1500m ind.],Outdoor,800 Metres,21 MAY 2021,1:56.92,"Regional Sport Complex, Brest (BLR)"
1683,Uadzim STARSTENKA,03 JAN 1998,BLR,957,1500m [1500m ind.],Outdoor,800 Metres,14 JUL 2022,1:52.14,"Regional Sport Complex, Brest (BLR)"
